policy_id,customer_id,policy_type,premium_amount,coverage_amount,policy_start_date,policy_end_date,policy_status,policy_risk_level
POL_521555,CUST_459338,home,1676,100000,2018-12-16,2021-03-17,active,high
POL_678428,CUST_373383,health,1728,70000,2018-08-01,2020-04-01,active,low
POL_143612,CUST_449188,life,1435,187500,2021-09-01,2024-04-24,active,medium
POL_487273,CUST_628704,auto,579,27500,2022-11-19,2025-07-23,active,high
POL_531177,CUST_176633,home,696,110000,2022-11-02,2024-06-02,active,low
POL_992961,CUST_547898,health,1832,70000,2019-07-29,2022-01-10,active,medium
POL_218566,CUST_547898,auto,1096,25000,2023-08-21,2026-06-14,active,low
POL_494008,CUST_731160,life,1927,202500,2018-04-12,2021-03-15,active,high
POL_172613,CUST_560996,auto,2339,27500,2023-12-13,2025-05-09,active,medium
POL_711326,CUST_893359,health,1257,77000,2022-12-11,2025-05-25,active,high
POL_241512,CUST_471910,health,2051,70000,2024-05-03,2026-06-13,active,high
POL_918742,CUST_471910,home,1680,100000,2020-08-18,2021-08-25,inactive,high
POL_251527,CUST_109724,health,1192,94500,2018-08-20,2020-08-23,active,low
POL_154722,CUST_523262,auto,1529,25000,2021-08-05,2023-09-01,active,high
POL_200608,CUST_743416,health,2416,70000,2019-03-14,2021-10-18,active,low
POL_864996,CUST_743416,auto,1836,25000,2020-12-11,2023-11-29,active,high
POL_541490,CUST_415734,health,1224,70000,2023-12-04,2026-07-06,active,medium
POL_674545,CUST_415734,home,1039,100000,2024-03-09,2025-05-17,active,medium
POL_670019,CUST_269748,life,1057,150000,2024-08-30,2026-05-04,inactive,medium
POL_752429,CUST_946188,life,1345,165000,2023-02-24,2024-05-05,inactive,low
POL_490865,CUST_946188,auto,2352,25000,2018-07-30,2021-07-02,active,medium
POL_138727,CUST_232434,home,1699,110000,2023-12-09,2026-04-05,active,medium
POL_999574,CUST_650549,auto,1580,30000,2020-07-10,2021-08-07,active,high
POL_712800,CUST_541727,life,596,150000,2022-05-27,2023-06-02,active,high
POL_478233,CUST_541727,home,1132,100000,2022-05-22,2023-09-09,active,low
POL_155191,CUST_354240,health,2259,70000,2020-06-24,2022-06-01,active,medium
POL_976959,CUST_354240,life,1308,150000,2022-03-21,2024-06-06,active,low
POL_465855,CUST_443376,life,3461,232500,2022-01-14,2023-02-12,inactive,high
POL_490712,CUST_546599,health,542,70000,2022-01-17,2024-11-06,active,high
POL_702394,CUST_546599,auto,1437,25000,2023-06-09,2025-12-10,active,low
POL_360728,CUST_859223,life,2738,187500,2024-06-04,2027-05-21,active,high
POL_379500,CUST_859223,home,697,100000,2021-06-17,2023-10-29,inactive,low
POL_143691,CUST_494078,health,1589,77000,2024-05-11,2027-01-08,active,high
POL_827613,CUST_494078,auto,979,27500,2019-09-17,2020-12-09,active,high
POL_721270,CUST_958121,health,1998,70000,2022-05-07,2023-05-25,inactive,low
POL_621236,CUST_958121,auto,555,25000,2022-09-27,2024-07-01,active,low
POL_363364,CUST_976856,life,2362,150000,2021-06-17,2022-12-25,active,high
POL_177877,CUST_976856,home,1835,100000,2018-11-27,2020-03-09,active,high
POL_536764,CUST_276730,life,2111,187500,2022-11-25,2025-09-18,active,high
POL_763121,CUST_276730,auto,773,25000,2023-01-18,2024-08-01,active,high
POL_741803,CUST_986056,auto,723,25000,2020-10-18,2021-10-25,active,high
POL_270373,CUST_121783,home,998,100000,2020-12-13,2022-12-26,active,low
POL_423683,CUST_346106,life,1505,150000,2018-02-23,2019-09-23,active,medium
POL_564492,CUST_346106,auto,944,25000,2020-01-11,2022-06-21,active,medium
POL_435429,CUST_364253,health,1796,70000,2022-02-01,2024-04-02,active,medium
POL_534038,CUST_739206,life,3341,202500,2024-03-12,2026-04-18,active,high
POL_142714,CUST_739206,auto,625,27500,2021-09-28,2024-04-17,active,low
POL_789537,CUST_523158,home,601,100000,2024-03-28,2026-11-07,active,medium
POL_221466,CUST_778664,health,2981,87500,2020-05-31,2022-12-09,active,medium
POL_994687,CUST_778664,home,1460,100000,2018-08-06,2019-11-08,active,medium
POL_882589,CUST_172759,life,1052,150000,2024-02-05,2027-01-09,active,medium
POL_151719,CUST_172759,home,1429,100000,2024-04-12,2027-01-22,active,medium
POL_859157,CUST_663703,life,1571,165000,2021-01-26,2023-10-22,active,low
POL_946169,CUST_652953,health,2136,70000,2023-12-13,2026-05-28,active,low
POL_384268,CUST_652953,auto,1211,25000,2019-04-13,2021-02-08,active,medium
POL_722765,CUST_607620,health,1665,87500,2024-09-09,2027-07-14,active,medium
POL_103910,CUST_607620,life,1271,187500,2019-01-17,2020-02-22,active,medium
POL_509876,CUST_663886,health,2381,70000,2019-08-03,2021-09-11,active,medium
POL_799449,CUST_619333,life,1997,187500,2021-04-04,2023-02-19,active,medium
POL_621798,CUST_358131,life,1079,165000,2022-06-23,2024-02-03,active,medium
POL_469303,CUST_897955,life,1371,150000,2024-10-11,2027-07-08,active,high
POL_395250,CUST_897955,home,1727,100000,2020-07-25,2022-05-03,active,low
POL_975295,CUST_745210,health,1318,94500,2024-04-17,2025-07-30,active,medium
POL_635164,CUST_745210,life,1174,202500,2022-10-24,2024-07-25,active,medium
POL_511125,CUST_510320,life,2196,187500,2023-11-27,2026-09-20,active,low
POL_641826,CUST_432979,health,1139,70000,2019-10-19,2022-05-02,active,low
POL_162709,CUST_432979,life,1327,150000,2021-10-04,2024-04-06,active,high
POL_790236,CUST_906035,home,1392,110000,2020-04-02,2021-06-29,active,medium
POL_306542,CUST_602403,home,668,100000,2018-11-13,2021-10-06,active,medium
POL_105053,CUST_993055,health,1382,70000,2019-03-24,2021-06-20,active,low
POL_411536,CUST_864733,life,1493,150000,2023-04-29,2024-11-06,active,medium
POL_567260,CUST_642638,health,1434,70000,2024-06-24,2026-01-06,inactive,low
POL_606028,CUST_900475,health,2032,70000,2024-12-16,2026-04-07,active,medium
POL_268274,CUST_900475,home,655,100000,2022-07-27,2025-02-16,active,low
POL_648057,CUST_169230,life,1632,202500,2021-10-29,2024-09-10,active,medium
POL_839419,CUST_169230,auto,2039,27500,2020-06-01,2023-03-12,active,medium
POL_115840,CUST_989186,life,1925,150000,2023-07-23,2025-05-29,active,high
POL_573561,CUST_989186,auto,1416,25000,2021-01-26,2022-02-23,active,low
POL_540266,CUST_615655,auto,2098,30000,2024-06-11,2027-03-16,active,low
POL_560627,CUST_615655,home,2432,120000,2022-07-27,2024-07-10,active,medium
POL_230763,CUST_752069,auto,1707,25000,2018-08-16,2020-09-13,active,high
POL_256586,CUST_752069,home,2339,100000,2021-03-30,2022-12-23,active,medium
POL_431619,CUST_184142,health,754,70000,2018-06-03,2021-02-03,active,medium
POL_232161,CUST_184142,auto,1183,25000,2024-07-24,2027-06-02,active,medium
POL_552974,CUST_995092,life,784,165000,2019-06-14,2021-11-21,active,low
POL_546613,CUST_995092,home,1137,100000,2018-01-25,2019-04-03,active,low
POL_736316,CUST_178029,health,1873,70000,2022-04-09,2023-12-22,active,low
POL_616165,CUST_756541,life,1235,165000,2020-05-19,2022-01-25,active,high
POL_201054,CUST_755833,life,2712,165000,2020-01-05,2021-01-24,active,medium
POL_805885,CUST_668326,health,1280,70000,2021-02-04,2023-04-25,active,low
POL_467738,CUST_656322,life,1596,187500,2021-05-08,2022-07-25,active,medium
POL_383250,CUST_656322,home,966,100000,2022-10-09,2025-03-22,active,low
POL_175185,CUST_479039,health,2675,94500,2020-04-05,2022-01-03,active,high
POL_106046,CUST_479039,auto,1656,27500,2018-03-05,2020-11-27,active,medium
POL_207093,CUST_584064,life,727,150000,2023-05-28,2026-03-15,active,high
POL_426766,CUST_292843,home,2706,110000,2021-11-13,2023-02-25,active,high
POL_783154,CUST_267584,life,1357,165000,2024-07-13,2027-06-20,active,medium
POL_609960,CUST_267584,home,1169,100000,2020-02-15,2022-08-23,active,low
POL_723658,CUST_549836,auto,1542,30000,2023-03-28,2024-09-22,active,medium
POL_661091,CUST_599318,auto,1373,25000,2023-10-21,2024-12-09,active,medium
POL_501205,CUST_200225,life,994,150000,2023-10-26,2025-01-03,active,high
POL_278157,CUST_750801,health,1136,70000,2023-04-03,2026-04-02,active,low
POL_132985,CUST_750801,life,1835,150000,2024-09-01,2027-05-12,active,medium
POL_388854,CUST_314161,life,2400,150000,2021-06-30,2023-07-29,active,medium
POL_107187,CUST_314161,home,1197,100000,2018-03-31,2021-02-06,active,medium
POL_858879,CUST_307388,health,2062,77000,2022-01-04,2025-01-03,active,low
POL_187707,CUST_307388,auto,1880,25000,2018-07-14,2020-12-18,active,high
POL_285965,CUST_442475,health,1481,70000,2018-08-05,2019-09-03,active,medium
POL_947009,CUST_442475,auto,1806,25000,2020-09-06,2022-01-26,active,medium
POL_973176,CUST_454584,life,1181,202500,2023-07-26,2025-03-09,active,medium
POL_971522,CUST_983837,health,1755,70000,2018-08-31,2020-05-25,active,low
POL_448075,CUST_983837,life,799,150000,2022-04-30,2023-06-14,inactive,high
POL_321086,CUST_107499,health,598,70000,2020-08-15,2022-08-15,active,medium
POL_483833,CUST_107499,home,2227,100000,2022-09-10,2025-07-13,active,medium
POL_690698,CUST_305282,health,1707,70000,2021-11-09,2023-06-11,active,medium
POL_201239,CUST_756531,life,2319,150000,2021-06-04,2023-06-17,active,low
POL_555442,CUST_756531,auto,1886,25000,2024-11-22,2027-07-16,active,medium
POL_849747,CUST_725727,auto,1036,32500,2022-04-05,2023-06-07,active,low
POL_589739,CUST_725727,home,2273,130000,2023-02-21,2024-07-30,active,medium
POL_370915,CUST_543721,health,3114,94500,2021-07-11,2022-10-10,active,high
POL_195554,CUST_115040,home,2124,110000,2022-05-04,2024-02-25,active,low
POL_309835,CUST_532458,health,2355,94500,2018-12-31,2021-12-18,active,medium
POL_898178,CUST_532458,home,1376,110000,2018-07-22,2021-05-08,active,low
POL_548809,CUST_837093,health,1929,70000,2021-03-27,2022-09-20,active,low
POL_703114,CUST_708396,auto,586,25000,2024-01-21,2026-11-12,active,high
POL_313537,CUST_755425,auto,875,25000,2023-11-03,2025-07-25,active,medium
POL_663895,CUST_337798,health,2690,84000,2024-11-28,2026-06-08,active,high
POL_485123,CUST_827651,life,2152,187500,2024-06-05,2026-04-08,active,high
POL_772103,CUST_317146,life,2236,202500,2021-08-28,2022-11-01,active,medium
POL_725461,CUST_749338,auto,1177,27500,2021-08-12,2023-02-08,active,medium
POL_484007,CUST_743529,health,1775,70000,2021-12-26,2024-02-06,active,medium
POL_747943,CUST_743529,life,709,150000,2023-10-03,2026-08-22,active,high
POL_297276,CUST_223384,auto,1300,27500,2020-04-06,2022-10-06,inactive,medium
POL_161056,CUST_285211,health,1504,70000,2021-11-22,2024-02-29,active,low
POL_233819,CUST_285211,life,664,150000,2018-11-17,2020-05-06,active,high
POL_473751,CUST_244207,life,807,187500,2023-10-14,2026-03-01,active,low
POL_177277,CUST_244207,auto,1812,25000,2020-12-08,2022-06-08,active,medium
POL_402537,CUST_509688,health,1088,70000,2020-05-28,2022-05-06,active,high
POL_691289,CUST_297831,home,2296,110000,2023-02-03,2024-11-24,active,high
POL_545591,CUST_756013,life,1578,150000,2020-08-04,2023-04-29,active,high
POL_258010,CUST_526279,home,2487,100000,2019-06-05,2021-06-09,active,medium
POL_998753,CUST_458070,auto,2276,25000,2018-05-28,2021-02-24,active,low
POL_281277,CUST_165991,health,2421,70000,2020-10-16,2022-09-28,active,low
POL_400446,CUST_165991,auto,1220,25000,2020-03-12,2023-02-06,active,medium
POL_658442,CUST_742833,life,1360,150000,2018-03-29,2020-06-13,inactive,high
POL_593056,CUST_742833,home,1675,100000,2019-09-14,2021-06-01,active,low
POL_210518,CUST_298105,health,3335,94500,2021-08-07,2023-10-06,active,low
POL_939722,CUST_298105,life,2182,202500,2018-11-11,2019-12-20,active,low
POL_850509,CUST_940223,health,2177,70000,2020-01-06,2021-04-20,active,low
POL_287555,CUST_940223,auto,929,25000,2022-01-28,2023-05-17,active,low
POL_335362,CUST_352371,auto,2487,27500,2024-09-08,2027-02-14,active,low
POL_203517,CUST_743964,life,891,150000,2021-12-25,2023-09-16,active,medium
POL_958614,CUST_743964,auto,2499,25000,2019-11-04,2021-12-27,active,low
POL_409300,CUST_458915,life,1963,165000,2019-06-07,2020-09-30,active,medium
POL_452400,CUST_849662,health,1269,77000,2023-04-29,2024-08-14,active,high
POL_511844,CUST_849662,life,631,165000,2019-05-26,2022-02-16,active,medium
POL_624331,CUST_339659,auto,1613,25000,2023-07-16,2026-01-29,active,low
POL_230713,CUST_650768,auto,2068,25000,2018-11-18,2021-10-13,active,high
POL_287287,CUST_593091,auto,1222,25000,2019-02-16,2020-09-16,active,medium
POL_840570,CUST_996959,life,1599,150000,2020-03-12,2021-09-07,active,high
POL_534656,CUST_360272,health,1305,70000,2021-12-26,2023-09-27,active,high
POL_962399,CUST_360272,home,1893,100000,2020-02-27,2022-03-29,active,high
POL_994178,CUST_885743,auto,1652,25000,2018-12-21,2020-01-25,active,medium
POL_284537,CUST_885743,home,1410,100000,2023-02-07,2024-10-17,active,low
POL_457285,CUST_308355,life,1940,150000,2021-12-21,2023-10-17,active,medium
POL_558269,CUST_308355,home,781,100000,2024-04-09,2026-08-02,active,high
POL_290999,CUST_631331,health,2093,70000,2022-04-10,2023-04-16,active,low
POL_711612,CUST_631331,life,1175,150000,2018-03-31,2021-02-20,active,low
POL_554652,CUST_229287,auto,529,25000,2024-11-27,2027-05-27,active,high
POL_113055,CUST_229287,home,1743,100000,2024-09-22,2026-10-09,inactive,medium
POL_511021,CUST_417624,health,1925,70000,2023-07-23,2026-02-24,active,high
POL_650093,CUST_617453,health,1670,70000,2020-06-09,2023-04-23,active,low
POL_695752,CUST_617453,home,1666,100000,2019-05-21,2022-02-21,inactive,medium
POL_507661,CUST_815759,life,2227,202500,2023-02-28,2024-12-03,inactive,low
POL_829740,CUST_329588,health,1152,94500,2018-12-08,2021-08-11,active,high
POL_479885,CUST_329588,auto,568,27500,2021-03-30,2022-07-01,active,medium
POL_897469,CUST_596159,auto,731,25000,2021-08-31,2024-02-14,active,medium
POL_449423,CUST_666619,health,2355,70000,2023-01-30,2024-09-01,active,low
POL_236907,CUST_666619,home,915,100000,2023-04-24,2024-05-28,active,high
POL_528239,CUST_140833,health,2087,70000,2024-10-12,2026-11-27,active,medium
POL_952971,CUST_735612,auto,1527,25000,2023-12-24,2026-01-04,active,high
POL_193211,CUST_346546,life,2206,150000,2020-05-20,2021-07-30,active,medium
POL_803850,CUST_346546,auto,830,25000,2018-09-01,2021-08-30,inactive,high
POL_834814,CUST_821132,health,1794,94500,2018-12-12,2020-10-19,active,high
POL_522128,CUST_821132,life,1374,202500,2020-04-26,2023-01-14,active,high
POL_181969,CUST_516798,auto,1244,25000,2021-04-03,2022-10-25,active,low
POL_795220,CUST_321314,health,1196,70000,2023-07-22,2024-09-26,active,low
POL_910066,CUST_321314,auto,2409,25000,2018-08-14,2021-06-21,active,low
POL_684292,CUST_892486,home,1444,100000,2022-08-25,2023-10-06,active,high
POL_501650,CUST_783728,life,1617,150000,2021-09-16,2024-03-30,inactive,high
POL_413936,CUST_783728,home,1424,100000,2021-09-20,2024-03-06,active,low
POL_374458,CUST_536999,health,1381,94500,2020-02-11,2021-05-23,inactive,high
POL_277023,CUST_536999,home,1172,110000,2019-11-16,2021-02-26,active,medium
POL_147577,CUST_671540,life,2629,202500,2024-02-24,2026-05-12,active,medium
POL_637058,CUST_314007,life,862,165000,2018-01-21,2020-10-21,active,low
POL_785014,CUST_975761,health,1629,70000,2021-01-21,2022-03-10,active,high
POL_221042,CUST_975761,life,2287,150000,2024-12-09,2027-07-30,active,medium
POL_405985,CUST_823024,health,754,70000,2021-05-21,2022-09-04,active,low
POL_114955,CUST_684536,life,1356,165000,2024-04-06,2026-03-29,active,high
POL_759813,CUST_723534,health,662,70000,2020-12-26,2023-04-30,active,medium
POL_521044,CUST_723534,life,1964,150000,2024-09-29,2027-09-03,active,low
POL_280102,CUST_243570,health,2630,87500,2018-10-23,2020-04-27,active,medium
POL_379908,CUST_243570,auto,1120,25000,2021-08-04,2024-07-12,active,high
POL_457115,CUST_244100,auto,1042,27500,2020-01-01,2021-10-19,active,low
POL_988406,CUST_679198,health,1728,70000,2022-06-18,2023-07-01,inactive,medium
POL_575581,CUST_679198,auto,759,25000,2024-01-09,2025-04-03,active,medium
POL_805372,CUST_266521,health,1949,70000,2019-07-21,2021-07-31,active,low
POL_782982,CUST_266521,life,2402,150000,2022-06-28,2024-12-19,active,medium
POL_627553,CUST_527725,life,2548,187500,2023-01-27,2025-04-13,active,low
POL_675591,CUST_382444,health,539,70000,2024-02-23,2026-12-17,active,low
POL_228901,CUST_382444,auto,838,25000,2022-04-23,2024-05-26,active,medium
POL_734853,CUST_362139,life,3117,202500,2024-01-09,2025-02-17,active,medium
POL_715428,CUST_229230,life,679,202500,2024-10-26,2027-02-17,active,high
POL_206446,CUST_229230,home,584,110000,2020-10-08,2022-10-09,active,high
POL_458169,CUST_554341,home,1151,100000,2018-11-03,2021-02-25,active,high
POL_241846,CUST_576503,home,936,100000,2022-12-07,2024-02-01,active,high
POL_623090,CUST_215159,health,2788,87500,2020-04-14,2021-12-14,active,high
POL_423359,CUST_215159,home,1470,100000,2022-05-14,2023-07-05,active,high
POL_677074,CUST_692671,life,1325,202500,2023-05-15,2025-05-02,active,medium
POL_190614,CUST_146008,health,868,70000,2020-03-23,2022-07-14,active,medium
POL_341609,CUST_457369,health,783,70000,2019-04-16,2021-03-12,active,low
POL_453018,CUST_457369,life,965,150000,2020-03-28,2021-10-04,active,medium
POL_566657,CUST_340469,life,1678,150000,2022-08-30,2024-06-03,inactive,medium
POL_173346,CUST_340469,home,2376,100000,2020-02-21,2021-10-19,inactive,low
POL_337819,CUST_147400,health,1353,77000,2022-08-26,2025-01-22,active,high
POL_247865,CUST_147400,life,1204,165000,2021-05-18,2022-10-26,inactive,medium
POL_417333,CUST_266795,health,1843,70000,2018-12-22,2021-01-01,active,low
POL_316368,CUST_266795,home,536,100000,2024-11-23,2025-12-23,active,high
POL_696000,CUST_848392,life,2719,165000,2021-06-28,2024-06-05,active,low
POL_459260,CUST_976214,life,1005,150000,2022-04-10,2025-01-24,active,low
POL_620239,CUST_976214,auto,2258,25000,2022-04-03,2024-06-18,active,low
POL_305259,CUST_241786,home,924,100000,2022-09-12,2025-09-03,active,medium
POL_276962,CUST_315273,health,670,70000,2021-05-19,2023-04-16,active,low
POL_245967,CUST_315273,life,1554,150000,2019-07-10,2021-02-11,active,medium
POL_792006,CUST_912965,health,2382,87500,2021-06-18,2023-11-23,active,medium
POL_899275,CUST_912965,auto,1985,25000,2024-09-05,2026-12-06,active,high
POL_990084,CUST_127096,health,1829,77000,2020-11-13,2023-07-16,active,medium
POL_676487,CUST_127096,auto,1227,25000,2023-02-12,2024-12-30,inactive,low
POL_801524,CUST_403014,home,1813,100000,2019-12-24,2021-04-24,active,high
POL_106832,CUST_388441,auto,1516,25000,2022-05-07,2024-03-03,active,medium
POL_924834,CUST_155613,home,1090,100000,2020-03-14,2023-02-20,active,high
POL_263120,CUST_365095,health,1812,70000,2021-02-24,2022-04-06,active,medium
POL_108747,CUST_519124,life,1035,150000,2023-08-23,2025-03-19,inactive,medium
POL_306386,CUST_893226,health,2322,70000,2019-03-15,2021-04-27,active,low
POL_382426,CUST_522868,life,1518,150000,2020-02-16,2022-12-13,active,high
POL_463071,CUST_522868,home,735,100000,2018-03-09,2021-01-28,active,low
POL_961020,CUST_123584,auto,1406,27500,2022-06-14,2024-01-05,inactive,medium
POL_865833,CUST_405530,health,3016,87500,2023-03-18,2024-08-20,active,low
POL_817448,CUST_405530,life,1103,187500,2022-07-22,2024-04-14,inactive,medium
POL_538492,CUST_925620,health,2427,70000,2022-05-07,2024-09-16,active,high
POL_554557,CUST_629411,health,2008,77000,2023-05-25,2026-02-08,inactive,medium
POL_997065,CUST_629411,auto,1849,25000,2023-05-18,2026-02-20,active,low
POL_303930,CUST_113757,health,1291,70000,2022-07-31,2025-07-26,active,low
POL_331314,CUST_113757,home,2327,100000,2020-08-10,2022-03-09,active,low
POL_241387,CUST_954533,life,1648,165000,2024-04-16,2026-10-31,active,low
POL_537291,CUST_969880,life,2199,150000,2019-12-02,2022-09-18,active,high
POL_503499,CUST_969880,auto,2263,25000,2024-10-05,2027-05-08,active,low
POL_198589,CUST_158077,health,1217,77000,2021-03-05,2023-12-03,active,high
POL_542991,CUST_957103,life,1220,150000,2023-02-26,2025-02-23,active,low
POL_671183,CUST_569164,health,2496,70000,2018-06-20,2020-01-19,active,medium
POL_130669,CUST_632046,auto,1863,27500,2019-09-08,2021-10-19,inactive,medium
POL_580687,CUST_632046,home,1710,110000,2019-10-08,2022-03-04,active,high
POL_916501,CUST_882257,home,1141,100000,2018-10-21,2020-08-30,active,low
POL_173332,CUST_930785,auto,2042,25000,2022-04-07,2024-05-02,active,high
POL_299218,CUST_517326,home,2416,100000,2019-11-27,2022-08-23,active,low
POL_728196,CUST_958545,life,1998,150000,2023-01-25,2025-07-18,active,low
POL_544134,CUST_958545,auto,2365,25000,2021-10-04,2022-11-17,active,high
POL_871671,CUST_526691,health,583,77000,2020-06-30,2022-04-18,active,high
POL_292947,CUST_526691,auto,2702,27500,2018-10-19,2020-01-07,active,low
POL_245724,CUST_934963,auto,859,27500,2018-04-11,2021-02-04,active,low
POL_701128,CUST_178702,health,2860,87500,2022-01-25,2024-11-08,active,medium
POL_820441,CUST_647155,health,1938,70000,2019-02-03,2022-01-13,active,low
POL_259855,CUST_647155,life,1713,150000,2018-05-25,2020-09-11,active,low
POL_489750,CUST_236345,home,903,100000,2020-04-18,2021-12-22,active,high
POL_667219,CUST_304753,health,1633,70000,2020-07-07,2023-02-17,active,high
POL_225794,CUST_304753,life,1883,150000,2019-03-09,2022-02-21,active,low
POL_621272,CUST_100487,life,1783,150000,2024-12-14,2027-08-02,active,high
POL_963718,CUST_671671,home,1461,100000,2020-09-24,2023-04-01,inactive,high
POL_590502,CUST_362276,life,1437,150000,2022-12-04,2025-06-20,active,medium
POL_510518,CUST_672653,life,1396,150000,2019-10-03,2021-06-10,inactive,low
POL_236562,CUST_130573,life,2250,187500,2021-04-15,2022-10-18,active,high
POL_209106,CUST_930895,life,2077,150000,2022-07-30,2024-06-30,active,medium
POL_455265,CUST_820106,health,1381,94500,2023-09-16,2025-10-05,active,medium
POL_959899,CUST_820106,life,1422,202500,2022-07-09,2023-12-14,active,low
POL_809095,CUST_673283,life,1282,150000,2021-06-21,2024-05-13,active,high
POL_756661,CUST_673283,home,1802,100000,2024-05-07,2027-01-26,active,low
POL_152804,CUST_739348,auto,1703,25000,2022-12-04,2024-04-26,active,low
POL_318613,CUST_739348,home,2226,100000,2018-11-21,2020-01-24,active,low
POL_778302,CUST_305509,life,2054,150000,2021-01-17,2022-09-17,active,low
POL_707337,CUST_977705,home,1698,100000,2021-04-01,2022-06-26,active,high
POL_763721,CUST_447998,health,1625,70000,2018-11-06,2021-10-23,active,medium
POL_756040,CUST_447998,auto,1710,25000,2020-03-09,2021-03-30,active,medium
POL_456271,CUST_358604,health,502,70000,2021-02-19,2023-09-27,inactive,low
POL_562440,CUST_358604,life,2277,150000,2020-09-06,2022-02-27,active,low
POL_685576,CUST_898488,health,2957,94500,2019-11-12,2022-06-18,active,high
POL_781427,CUST_126905,health,2475,70000,2023-11-01,2025-08-14,active,medium
POL_806921,CUST_126905,home,2060,100000,2022-08-04,2023-10-31,inactive,medium
POL_386269,CUST_604592,health,1712,70000,2022-08-01,2024-01-31,active,low
POL_786589,CUST_987729,health,1564,70000,2021-09-15,2023-01-10,active,high
POL_208807,CUST_346425,life,1720,187500,2020-09-12,2023-02-12,active,low
POL_846506,CUST_634992,life,1503,150000,2021-08-04,2023-12-11,active,high
POL_530884,CUST_634992,home,1102,100000,2020-09-21,2023-01-21,active,low
POL_380758,CUST_242737,health,1072,87500,2021-10-02,2024-06-08,active,low
POL_320552,CUST_105840,auto,1971,25000,2022-01-15,2024-07-14,active,high
POL_430113,CUST_543623,health,1216,70000,2022-11-03,2024-06-29,active,medium
POL_396612,CUST_543623,home,1558,100000,2019-05-01,2021-06-25,active,medium
POL_945062,CUST_841936,health,2650,94500,2023-08-12,2025-05-19,active,medium
POL_749877,CUST_841936,life,967,202500,2019-11-30,2022-10-31,active,low
POL_972466,CUST_267930,health,2652,87500,2018-08-30,2020-02-28,inactive,high
POL_909884,CUST_262272,auto,1828,25000,2021-10-18,2024-04-03,active,high
POL_677674,CUST_262272,home,2265,100000,2019-05-10,2020-08-17,active,medium
POL_198304,CUST_776772,home,1733,110000,2019-05-10,2020-07-02,active,medium
POL_362125,CUST_694411,life,1414,165000,2020-02-23,2022-03-08,active,medium
POL_270926,CUST_997265,auto,1798,25000,2022-06-15,2024-11-17,active,high
POL_663977,CUST_622313,auto,1712,25000,2021-01-13,2022-03-03,active,low
POL_549628,CUST_957211,auto,2461,27500,2020-09-19,2022-08-29,active,low
POL_514409,CUST_957211,home,2379,110000,2023-07-22,2025-08-16,active,low
POL_711328,CUST_897962,life,792,150000,2022-06-15,2025-01-09,active,low
POL_387993,CUST_506691,health,1448,70000,2024-03-22,2026-10-12,active,medium
POL_671769,CUST_506691,home,1549,100000,2023-02-27,2024-05-28,active,low
POL_422092,CUST_715387,health,2810,87500,2023-12-19,2025-08-10,active,medium
POL_193029,CUST_220764,health,2338,87500,2018-07-07,2020-06-27,active,low
POL_343892,CUST_220764,home,1827,100000,2020-11-12,2023-03-12,active,low
POL_272605,CUST_209581,health,1962,77000,2020-01-27,2022-07-09,active,low
POL_412544,CUST_699663,health,1129,84000,2018-11-19,2021-11-01,active,high
POL_873812,CUST_755725,health,853,70000,2019-01-14,2020-11-17,active,low
POL_500336,CUST_755725,life,542,150000,2021-04-25,2023-03-07,active,high
POL_253809,CUST_917070,health,1451,70000,2024-08-08,2026-06-07,active,medium
POL_977020,CUST_263756,life,1652,150000,2021-05-15,2023-12-29,active,low
POL_573528,CUST_339286,home,2057,100000,2019-01-10,2021-09-05,active,medium
POL_358729,CUST_525239,health,2128,94500,2024-10-30,2026-06-18,active,medium
POL_748498,CUST_525239,home,1359,110000,2020-11-24,2022-03-10,active,medium
POL_145910,CUST_977417,life,920,202500,2020-03-22,2022-12-26,active,low
POL_173961,CUST_544392,home,553,100000,2022-05-13,2024-06-15,active,medium
POL_818566,CUST_219753,home,508,100000,2019-03-12,2021-04-12,active,high
POL_425905,CUST_449975,health,1455,77000,2021-01-01,2023-02-28,active,high
POL_132460,CUST_449975,home,1602,100000,2019-07-09,2022-04-25,active,high
POL_905697,CUST_133643,life,1961,187500,2023-12-15,2025-10-26,active,high
POL_210724,CUST_678850,health,2381,70000,2018-10-18,2021-03-25,active,high
POL_337318,CUST_514187,auto,1297,25000,2024-10-11,2026-03-03,active,medium
POL_487850,CUST_151489,health,1021,70000,2018-08-17,2020-07-16,active,medium
POL_892761,CUST_151489,life,791,150000,2021-06-20,2023-11-12,active,medium
POL_529837,CUST_376943,home,850,100000,2020-06-30,2023-02-04,active,low
POL_841516,CUST_758264,life,2288,187500,2019-09-18,2020-10-13,inactive,high
POL_809916,CUST_663611,health,815,87500,2021-01-21,2023-09-11,active,medium
POL_171588,CUST_665287,life,2449,150000,2019-10-08,2021-04-23,active,high
POL_940816,CUST_665287,auto,558,25000,2018-08-17,2021-08-01,active,medium
POL_354577,CUST_800431,health,1708,87500,2023-11-29,2025-12-17,inactive,medium
POL_924896,CUST_800431,life,967,187500,2024-02-13,2026-02-18,active,high
POL_362344,CUST_928868,health,1679,70000,2021-11-17,2024-04-25,active,high
POL_604808,CUST_928868,life,1973,150000,2018-07-28,2020-06-04,inactive,low
POL_578776,CUST_836111,health,2095,70000,2022-02-08,2025-01-18,active,low
